"field_date","site_reach","site","reach","estimator","transect","orientation","depth_cm","green_algae","Microcoleus","Anabaena_Cylindrospermum","bare_biofilm","other_N_fixers","Micro_pres","Ana_Cyl_pres","riffle_rapid"
"2022-09-22","SAL-2","SAL","2","JZ",45,"LB","32",100,0,0,0,0,"n","n","n"
"2022-09-22","SAL-2","SAL","2","JZ",60,"LB","38",80,0,0,20,0,"n","n","n"
"2022-09-22","SAL-2","SAL","2","JZ",75,"LB","37",95,0,0,5,0,"n","n","y"
"2022-09-22","SAL-2","SAL","2","JZ",90,"LB","6",0,0,0,100,0,"n","n","y"
"2022-09-22","SAL-2","SAL","2","JZ",105,"LB","20",5,0,0,95,0,"n","n","y"
"2022-09-22","SAL-2","SAL","2","JZ",120,"LB","13",5,0,0,95,0,"n","n","y"
"2022-09-22","SAL-2","SAL","2","JZ",135,"LB","40",0,0,0,100,0,"n","n","n"
"2022-09-22","SAL-2","SAL","2","JZ",150,"LB","37",95,0,0,5,0,"n","n","n"
"2022-06-27","SAL-3","SAL","3","MH?",0,"LB","NA",0,0,0,100,0,"n","n","n"
"2022-06-27","SAL-3","SAL","3","MH?",15,"LB","NA",0,0,0,100,0,"n","n","n"
"2022-06-27","SAL-3","SAL","3","MH?",30,"LB","NA",0,0,0,100,0,"n","n","n"
"2022-06-27","SAL-3","SAL","3","MH?",45,"LB","NA",0,0,0,100,0,"n","n","n"
"2022-06-27","SAL-3","SAL","3","MH?",60,"LB","NA",0,0,0,100,0,"n","n","n"
"2022-06-27","SAL-3","SAL","3","MH?",75,"LB","NA",0,0,0,100,0,"n","n","n"
"2022-06-27","SAL-3","SAL","3","MH?",90,"LB","NA",0,0,0,100,0,"n","n","n"
"2022-06-27","SAL-3","SAL","3","MH?",105,"LB","NA",0,0,0,100,0,"n","n","n"
"2022-06-27","SAL-3","SAL","3","MH?",120,"LB","NA",0,0,0,100,0,"n","n","n"
"2022-06-27","SAL-3","SAL","3","MH?",135,"LB","NA",0,0,0,100,0,"n","n","n"
"2022-06-27","SAL-3","SAL","3","MH?",150,"LB","NA",0,0,0,100,0,"n","n","n"
"2022-07-12","SAL-3","SAL","3","MH",0,"LB","50",2,0,0,98,0,"n","n","n"
"2022-07-12","SAL-3","SAL","3","MH",15,"LB","40",2,10,0,88,0,"y","n","n"
"2022-07-12","SAL-3","SAL","3","MH",30,"LB","52",0,5,0,95,0,"y","n","n"
"2022-07-12","SAL-3","SAL","3","MH",45,"LB","56",0,0,0,100,0,"n","n","n"
"2022-07-12","SAL-3","SAL","3","MH",60,"LB","58",0,0,0,100,0,"n","n","n"
"2022-07-12","SAL-3","SAL","3","MH",75,"LB","60",0,0,0,100,0,"n","n","n"
"2022-07-12","SAL-3","SAL","3","MH",90,"LB","42",0,0,0,100,0,"n","n","n"
"2022-07-12","SAL-3","SAL","3","MH",105,"LB","50",0,0,0,100,0,"n","n","n"
"2022-07-12","SAL-3","SAL","3","MH",120,"LB","46",0,0,0,100,0,"n","n","n"
"2022-07-12","SAL-3","SAL","3","MH",135,"LB","50",0,0,0,100,0,"n","n","n"
"2022-07-12","SAL-3","SAL","3","MH",150,"LB","36",0,0,0,100,0,"n","n","n"
"2022-07-26","SAL-3","SAL","3","MH",0,"LB","56",0,10,0,90,0,"y","n","n"
"2022-07-26","SAL-3","SAL","3","MH",15,"LB","29",0,40,0,60,0,"y","n","n"
"2022-07-26","SAL-3","SAL","3","MH",30,"LB","44",0,10,0,90,0,"y","n","n"
"2022-07-26","SAL-3","SAL","3","MH",45,"LB","43",0,5,0,95,0,"y","n","n"
"2022-07-26","SAL-3","SAL","3","MH",60,"LB","51",0,0,0,100,0,"n","n","n"
"2022-07-26","SAL-3","SAL","3","MH",75,"LB","57",0,0,0,100,0,"n","n","n"
"2022-07-26","SAL-3","SAL","3","MH",90,"LB","37",0,0,0,100,0,"n","n","n"
"2022-07-26","SAL-3","SAL","3","MH",105,"LB","36",1,0,0,99,0,"n","n","n"
"2022-07-26","SAL-3","SAL","3","MH",120,"LB","37",0,0,0,100,0,"n","n","n"
"2022-07-26","SAL-3","SAL","3","MH",135,"LB","54",0,0,0,100,0,"n","n","n"
"2022-07-26","SAL-3","SAL","3","MH",150,"LB","51",0,0,0,100,0,"n","n","n"
"2022-09-22","SAL-3","SAL","3","MH",0,"LB","53",35,0,0,65,0,"n","n","n"
"2022-09-22","SAL-3","SAL","3","MH",15,"LB","30",40,0,0,60,0,"n","n","n"
"2022-09-22","SAL-3","SAL","3","MH",30,"LB","34",35,0,0,65,0,"n","n","n"
"2022-09-22","SAL-3","SAL","3","MH",45,"LB","47",25,0,0,75,0,"n","n","n"
"2022-09-22","SAL-3","SAL","3","MH",60,"LB","55",85,0,0,15,0,"n","n","n"
"2022-09-22","SAL-3","SAL","3","MH",75,"LB","48",80,0,0,20,0,"n","y","n"
"2022-09-22","SAL-3","SAL","3","MH",90,"LB","32",50,0,0,50,0,"n","n","n"
"2022-09-22","SAL-3","SAL","3","MH",105,"LB","46",30,0,0,70,0,"n","y","n"
"2022-09-22","SAL-3","SAL","3","MH",120,"LB","26",15,0,1,84,0,"n","y","n"
"2022-09-22","SAL-3","SAL","3","MH",135,"LB","42",35,0,0,65,0,"n","y","n"
"2022-09-22","SAL-3","SAL","3","MH",150,"LB","43",10,0,0,90,0,"n","n","n"
"2022-06-29","SFE-M-1S","SFE-M","1S","MH",0,"50","40",5,0,0,94,1,"y","n","y"
"2022-06-29","SFE-M-1S","SFE-M","1S","MH",15,"75","30",5,0,0,92,3,"y","n","y"
"2022-06-29","SFE-M-1S","SFE-M","1S","MH",30,"50","40",1,5,0,89,5,"y","n","y"
"2022-06-29","SFE-M-1S","SFE-M","1S","MH",45,"25","30",10,2,0,83,5,"y","n","y"
"2022-06-29","SFE-M-1S","SFE-M","1S","MH",60,"50","35",1,0,0,97,2,"n","n","n"
"2022-06-29","SFE-M-1S","SFE-M","1S","MH",75,"75","33",5,0,0,94,1,"n","n","n"
"2022-06-29","SFE-M-1S","SFE-M","1S","MH",90,"50","48",10,0,0,85,5,"n","n","n"
"2022-06-29","SFE-M-1S","SFE-M","1S","MH",105,"25","41",5,0,0,85,10,"n","n","n"
"2022-06-29","SFE-M-1S","SFE-M","1S","MH",120,"50","55",5,0,0,95,0,"n","n","n"
"2022-06-29","SFE-M-1S","SFE-M","1S","MH",135,"75","50",1,0,0,96,3,"n","n","n"
"2022-06-29","SFE-M-1S","SFE-M","1S","MH",150,"50","62",0,0,0,100,0,"n","n","n"
"2022-07-14","SFE-M-1S","SFE-M","1S","JZ",0,"25","16",5,0,0,92,3,"n","n","y"
"2022-07-14","SFE-M-1S","SFE-M","1S","JZ",15,"50","30",7,0,0,91,2,"n","n","y"
"2022-07-14","SFE-M-1S","SFE-M","1S","JZ",30,"75","16",3,0,0,94,3,"n","n","y"
"2022-07-14","SFE-M-1S","SFE-M","1S","JZ",45,"25","15",15,0,0,75,10,"y","n","y"
"2022-07-14","SFE-M-1S","SFE-M","1S","JZ",60,"50","30",7,0,0,90,3,"n","n","y"
"2022-07-14","SFE-M-1S","SFE-M","1S","JZ",75,"75","31",15,0,0,83,2,"n","y","n"
"2022-07-14","SFE-M-1S","SFE-M","1S","JZ",90,"25","36",35,0,0,61,4,"n","n","n"
"2022-07-14","SFE-M-1S","SFE-M","1S","JZ",105,"50","51",50,0,0,50,0,"n","n","n"
"2022-07-14","SFE-M-1S","SFE-M","1S","JZ",120,"75","35",10,0,0,70,20,"n","n","n"
"2022-07-14","SFE-M-1S","SFE-M","1S","JZ",135,"25","35",25,0,0,55,20,"n","y","n"
"2022-07-14","SFE-M-1S","SFE-M","1S","JZ",150,"50","56",85,0,10,3,2,"n","y","n"
"2022-07-28","SFE-M-1S","SFE-M","1S","JZ",0,"75","28",10,0,0,90,0,"y","y","y"
"2022-07-28","SFE-M-1S","SFE-M","1S","JZ",15,"25","15",15,0,0,84,1,"y","y","y"
"2022-07-28","SFE-M-1S","SFE-M","1S","JZ",30,"50","27",5,10,0,85,0,"y","y","y"
"2022-07-28","SFE-M-1S","SFE-M","1S","JZ",45,"75","16",25,1,1,71,2,"y","y","y"
"2022-07-28","SFE-M-1S","SFE-M","1S","JZ",60,"25","19",5,0,0,94,1,"y","y","y"
"2022-07-28","SFE-M-1S","SFE-M","1S","JZ",75,"50","31",75,0,5,20,0,"n","y","n"
"2022-07-28","SFE-M-1S","SFE-M","1S","JZ",90,"75","16",5,0,2,92,1,"n","y","n"
"2022-07-28","SFE-M-1S","SFE-M","1S","JZ",105,"25","40",40,0,30,30,0,"n","y","n"
"2022-07-28","SFE-M-1S","SFE-M","1S","JZ",120,"50","45",45,0,50,5,0,"n","y","n"
"2022-07-28","SFE-M-1S","SFE-M","1S","JZ",135,"75","40",5,0,7,88,0,"n","y","n"
"2022-07-28","SFE-M-1S","SFE-M","1S","JZ",150,"25","39",72,0,3,20,5,"n","y","n"
"2022-08-10","SFE-M-1S","SFE-M","1S","JZ",0,"75","21",25,10,0,65,0,"y","n","y"
"2022-08-10","SFE-M-1S","SFE-M","1S","JZ",15,"25","14",90,0,0,10,0,"y","y","y"
"2022-08-10","SFE-M-1S","SFE-M","1S","JZ",30,"50","24",15,10,0,75,0,"y","y","y"
"2022-08-10","SFE-M-1S","SFE-M","1S","JZ",45,"75","13",5,0,0,95,0,"y","y","y"
"2022-08-10","SFE-M-1S","SFE-M","1S","JZ",60,"25","19",15,3,0,79,3,"y","n","y"
"2022-08-10","SFE-M-1S","SFE-M","1S","JZ",75,"50","30",30,10,10,50,0,"y","y","n"
"2022-08-10","SFE-M-1S","SFE-M","1S","JZ",90,"75","19",5,5,1,79,10,"y","y","n"
"2022-08-10","SFE-M-1S","SFE-M","1S","JZ",105,"25","30",95,0,0,2,3,"y","y","n"
"2022-08-10","SFE-M-1S","SFE-M","1S","JZ",120,"50","45",93,5,0,2,0,"y","y","n"
"2022-08-10","SFE-M-1S","SFE-M","1S","JZ",135,"75","35",44,30,15,10,1,"y","y","n"
"2022-08-10","SFE-M-1S","SFE-M","1S","JZ",150,"25","35",99,0,0,0,1,"y","y","n"
"2022-08-23","SFE-M-1S","SFE-M","1S","JZ",0,"75","16",10,30,0,60,0,"y","n","y"
"2022-08-23","SFE-M-1S","SFE-M","1S","JZ",15,"25","14",80,0,0,20,0,"y","n","y"
"2022-08-23","SFE-M-1S","SFE-M","1S","JZ",30,"50","27",20,0,0,80,0,"y","n","y"
"2022-08-23","SFE-M-1S","SFE-M","1S","JZ",45,"75","11",5,0,0,95,0,"y","n","y"
"2022-08-23","SFE-M-1S","SFE-M","1S","JZ",60,"25","9",15,0,0,85,0,"n","n","y"
"2022-08-23","SFE-M-1S","SFE-M","1S","JZ",75,"50","28",94,0,0,5,1,"n","n","n"
"2022-08-23","SFE-M-1S","SFE-M","1S","JZ",90,"5","18",97,0,0,3,0,"n","n","n"
"2022-08-23","SFE-M-1S","SFE-M","1S","JZ",105,"25","25",100,0,0,0,0,"n","n","n"
"2022-08-23","SFE-M-1S","SFE-M","1S","JZ",120,"50","43",70,0,0,30,0,"n","n","n"
"2022-08-23","SFE-M-1S","SFE-M","1S","JZ",135,"75","28",5,0,0,94,1,"n","n","n"
"2022-08-23","SFE-M-1S","SFE-M","1S","JZ",150,"25","20",97,0,0,0,3,"n","n","n"
"2022-09-06","SFE-M-1S","SFE-M","1S","MH",0,"50","16",10,15,0,75,0,"y","n","y"
"2022-09-06","SFE-M-1S","SFE-M","1S","MH",15,"75","9",30,5,0,65,0,"y","n","y"
"2022-09-06","SFE-M-1S","SFE-M","1S","MH",30,"25","10",85,5,0,10,0,"y","y","y"
"2022-09-06","SFE-M-1S","SFE-M","1S","MH",45,"50","20",10,20,0,70,0,"y","n","y"
"2022-09-06","SFE-M-1S","SFE-M","1S","MH",60,"75","13",5,70,0,25,0,"y","n","y"
"2022-09-06","SFE-M-1S","SFE-M","1S","MH",75,"25","18",95,0,0,5,0,"n","y","n"
"2022-09-06","SFE-M-1S","SFE-M","1S","MH",90,"50","34",100,0,0,0,0,"n","n","n"
"2022-09-06","SFE-M-1S","SFE-M","1S","MH",105,"75","13",90,0,0,10,0,"n","n","n"
"2022-09-06","SFE-M-1S","SFE-M","1S","MH",120,"25","35",95,0,0,0,5,"n","n","n"
"2022-09-06","SFE-M-1S","SFE-M","1S","MH",135,"50","46",98,0,1,1,0,"n","n","n"
"2022-09-06","SFE-M-1S","SFE-M","1S","MH",150,"75","36",0,0,0,95,5,"n","y","n"
"2022-09-17","SFE-M-1S","SFE-M","1S","JZ",0,"75","19",5,85,0,10,0,"y","n","y"
"2022-09-17","SFE-M-1S","SFE-M","1S","JZ",15,"25","10",20,0,0,80,0,"y","n","y"
"2022-09-17","SFE-M-1S","SFE-M","1S","JZ",30,"50","21",30,20,0,50,0,"y","n","y"
"2022-09-17","SFE-M-1S","SFE-M","1S","JZ",45,"75","9",35,0,0,65,0,"y","n","y"
"2022-09-17","SFE-M-1S","SFE-M","1S","JZ",60,"25","8",40,0,0,60,0,"y","y","y"
"2022-09-17","SFE-M-1S","SFE-M","1S","JZ",75,"50","27",99,0,1,0,0,"n","y","n"
"2022-09-17","SFE-M-1S","SFE-M","1S","JZ",90,"75","16",95,0,5,0,0,"n","y","n"
"2022-09-17","SFE-M-1S","SFE-M","1S","JZ",105,"25","27",96,0,1,0,3,"n","y","n"
"2022-09-17","SFE-M-1S","SFE-M","1S","JZ",120,"50","40",45,20,20,15,0,"y","y","n"
"2022-09-17","SFE-M-1S","SFE-M","1S","JZ",135,"75","31",0,0,0,99,1,"y","y","n"
"2022-09-17","SFE-M-1S","SFE-M","1S","JZ",150,"25","29",99,0,0,0,1,"y","y","n"
"2022-06-29","SFE-M-3","SFE-M","3","MH",0,"75","50",10,0,0,89,1,"n","n","n"
"2022-06-29","SFE-M-3","SFE-M","3","MH",15,"50","53",5,0,0,93,2,"n","n","n"
"2022-06-29","SFE-M-3","SFE-M","3","MH",30,"25","34",10,0,0,87,3,"n","n","n"
"2022-06-29","SFE-M-3","SFE-M","3","MH",45,"50","58",5,0,0,94,1,"y","n","n"
"2022-06-29","SFE-M-3","SFE-M","3","MH",60,"75","80",10,0,0,87,3,"y","n","n"
"2022-06-29","SFE-M-3","SFE-M","3","MH",75,"50","85",10,0,0,88,2,"n","n","n"
"2022-06-29","SFE-M-3","SFE-M","3","MH",90,"25","45",85,0,0,10,5,"n","n","n"
"2022-06-29","SFE-M-3","SFE-M","3","MH",105,"50","80",10,0,0,88,2,"y","n","y"
"2022-06-29","SFE-M-3","SFE-M","3","MH",120,"75","50",5,0,0,92,3,"y","n","y"
"2022-06-29","SFE-M-3","SFE-M","3","MH",135,"50","35",10,3,0,85,2,"y","n","y"
"2022-06-29","SFE-M-3","SFE-M","3","MH",150,"25","20",15,0,0,82,3,"y","n","y"
"2022-07-14","SFE-M-3","SFE-M","3","MH",0,"75","45",35,0,0,65,0,"n","n","n"
"2022-07-14","SFE-M-3","SFE-M","3","MH",15,"25","30",45,0,0,50,5,"n","n","n"
"2022-07-14","SFE-M-3","SFE-M","3","MH",30,"50","49",25,0,0,74,1,"n","n","n"
"2022-07-14","SFE-M-3","SFE-M","3","MH",45,"75","60",60,0,0,39,1,"n","y","n"
"2022-07-14","SFE-M-3","SFE-M","3","MH",60,"25","42",40,0,5,55,0,"n","y","n"
"2022-07-14","SFE-M-3","SFE-M","3","MH",75,"50","85",20,0,5,65,10,"n","y","n"
"2022-07-14","SFE-M-3","SFE-M","3","MH",90,"75","70",70,0,0,25,5,"n","y","n"
"2022-07-14","SFE-M-3","SFE-M","3","MH",105,"25","21",60,0,0,35,5,"n","y","y"
"2022-07-14","SFE-M-3","SFE-M","3","MH",120,"50","20",35,5,0,55,5,"y","n","y"
"2022-07-14","SFE-M-3","SFE-M","3","MH",135,"75","30",10,15,0,70,5,"y","n","y"
"2022-07-14","SFE-M-3","SFE-M","3","MH",150,"25","29",40,0,0,50,10,"y","n","y"
"2022-07-28","SFE-M-3","SFE-M","3","MH",0,"25","22",35,0,35,30,0,"n","y","n"
"2022-07-28","SFE-M-3","SFE-M","3","MH",15,"50","51",45,0,45,10,0,"n","y","n"
"2022-07-28","SFE-M-3","SFE-M","3","MH",30,"75","57",45,0,40,15,0,"n","y","n"
"2022-07-28","SFE-M-3","SFE-M","3","MH",45,"25","34",30,0,30,40,0,"n","y","n"
"2022-07-28","SFE-M-3","SFE-M","3","MH",60,"50","70",49,0,45,1,5,"n","y","n"
"2022-07-28","SFE-M-3","SFE-M","3","MH",75,"25","49",40,0,20,40,0,"n","y","n"
"2022-07-28","SFE-M-3","SFE-M","3","MH",90,"25","35",60,0,40,0,0,"n","y","n"
"2022-07-28","SFE-M-3","SFE-M","3","MH",105,"50","33",25,10,0,65,0,"y","y","y"
"2022-07-28","SFE-M-3","SFE-M","3","MH",120,"75","26",35,5,0,59,1,"y","n","y"
"2022-07-28","SFE-M-3","SFE-M","3","MH",135,"25","8",70,0,10,20,0,"y","y","y"
"2022-07-28","SFE-M-3","SFE-M","3","MH",150,"50","24",30,2,1,67,0,"y","y","y"
"2022-08-10","SFE-M-3","SFE-M","3","MH",0,"25","26",96,0,2,2,0,"n","y","n"
"2022-08-10","SFE-M-3","SFE-M","3","MH",15,"50","51",90,0,1,9,0,"n","y","n"
"2022-08-10","SFE-M-3","SFE-M","3","MH",30,"75","50",80,0,0,18,2,"n","n","n"
"2022-08-10","SFE-M-3","SFE-M","3","MH",45,"25","80",95,0,0,5,0,"n","n","n"
"2022-08-10","SFE-M-3","SFE-M","3","MH",60,"50","30",90,0,0,0,10,"n","y","n"
"2022-08-10","SFE-M-3","SFE-M","3","MH",75,"50","73",90,0,0,5,5,"n","y","n"
"2022-08-10","SFE-M-3","SFE-M","3","MH",90,"25","27",95,0,0,5,0,"n","y","n"
"2022-08-10","SFE-M-3","SFE-M","3","MH",105,"50","29",25,0,0,75,0,"y","n","y"
"2022-08-10","SFE-M-3","SFE-M","3","MH",120,"75","20",10,5,0,85,0,"y","n","y"
"2022-08-10","SFE-M-3","SFE-M","3","MH",135,"25","9",40,0,0,59,1,"y","n","y"
"2022-08-10","SFE-M-3","SFE-M","3","MH",150,"50","26",35,5,0,60,0,"y","n","y"
"2022-08-23","SFE-M-3","SFE-M","3","MH",0,"25","20",80,0,0,20,0,"n","n","n"
"2022-08-23","SFE-M-3","SFE-M","3","MH",15,"50","41",99,0,0,1,0,"n","n","n"
"2022-08-23","SFE-M-3","SFE-M","3","MH",30,"75","50",20,0,0,80,0,"n","n","n"
"2022-08-23","SFE-M-3","SFE-M","3","MH",45,"25","23",20,0,0,80,0,"n","n","n"
"2022-08-23","SFE-M-3","SFE-M","3","MH",60,"50","57",90,0,0,10,0,"n","n","n"
"2022-08-23","SFE-M-3","SFE-M","3","MH",75,"75","65",100,0,0,0,0,"n","n","n"
"2022-08-23","SFE-M-3","SFE-M","3","MH",90,"25","32",95,0,0,5,0,"n","n","n"
"2022-08-23","SFE-M-3","SFE-M","3","MH",105,"50","48",100,0,0,0,0,"n","y","n"
"2022-08-23","SFE-M-3","SFE-M","3","MH",120,"75","15",10,5,0,85,0,"y","n","y"
"2022-08-23","SFE-M-3","SFE-M","3","MH",135,"25","14",5,10,0,85,0,"y","n","y"
"2022-08-23","SFE-M-3","SFE-M","3","MH",150,"50","20",10,20,0,70,0,"y","n","y"
"2022-09-06","SFE-M-3","SFE-M","3","MH",0,"50","20",40,0,0,59,1,"n","n","n"
"2022-09-06","SFE-M-3","SFE-M","3","MH",15,"75","42",60,0,0,40,0,"n","n","n"
"2022-09-06","SFE-M-3","SFE-M","3","MH",30,"25","47",5,0,0,95,0,"n","n","n"
"2022-09-06","SFE-M-3","SFE-M","3","MH",45,"50","37",0,0,0,100,0,"n","n","n"
"2022-09-06","SFE-M-3","SFE-M","3","MH",60,"75","70",95,0,0,0,5,"n","n","n"
"2022-09-06","SFE-M-3","SFE-M","3","MH",75,"25","57",40,0,0,60,0,"n","n","n"
"2022-09-06","SFE-M-3","SFE-M","3","MH",90,"50","14",95,0,0,5,0,"n","n","n"
"2022-09-06","SFE-M-3","SFE-M","3","MH",105,"75","19",5,15,0,80,0,"y","n","y"
"2022-09-06","SFE-M-3","SFE-M","3","MH",120,"25","24",5,5,0,90,0,"y","n","y"
"2022-09-06","SFE-M-3","SFE-M","3","MH",135,"50","9",45,0,0,55,0,"y","n","y"
"2022-09-06","SFE-M-3","SFE-M","3","MH",150,"75","19",85,0,0,15,0,"y","n","n"
"2022-09-17","SFE-M-3","SFE-M","3","MH",0,"75","22",0,0,0,99,1,"n","n","n"
"2022-09-17","SFE-M-3","SFE-M","3","MH",15,"25","21",0,0,0,99,1,"n","n","n"
"2022-09-17","SFE-M-3","SFE-M","3","MH",30,"50","46",0,0,0,99,1,"n","n","n"
"2022-09-17","SFE-M-3","SFE-M","3","MH",45,"75","49",0,0,0,100,0,"n","n","n"
"2022-09-17","SFE-M-3","SFE-M","3","MH",60,"25","40",0,0,0,98,2,"n","n","n"
"2022-09-17","SFE-M-3","SFE-M","3","MH",75,"25","40",30,0,0,69,1,"n","n","n"
"2022-09-17","SFE-M-3","SFE-M","3","MH",90,"75","50",85,0,0,14,1,"n","n","n"
"2022-09-17","SFE-M-3","SFE-M","3","MH",105,"25","12",35,2,0,63,0,"y","n","y"
"2022-09-17","SFE-M-3","SFE-M","3","MH",120,"50","30",1,45,0,54,0,"y","n","y"
"2022-09-17","SFE-M-3","SFE-M","3","MH",135,"75","23",0,85,0,15,0,"y","n","y"
"2022-09-17","SFE-M-3","SFE-M","3","MH",150,"25","9",5,0,0,95,0,"y","n","y"
"2022-06-29","SFE-M-4","SFE-M","4","JZ",0,"25","57",0,0,0,95,5,"y","n","n"
"2022-06-29","SFE-M-4","SFE-M","4","JZ",15,"50","40",2,0,0,97,1,"y","n","n"
"2022-06-29","SFE-M-4","SFE-M","4","JZ",30,"75","28",10,0,0,90,0,"y","n","n"
"2022-06-29","SFE-M-4","SFE-M","4","JZ",45,"50","60",5,0,0,95,0,"y","n","n"
"2022-06-29","SFE-M-4","SFE-M","4","JZ",60,"35","60",30,0,0,70,0,"n","n","n"
"2022-06-29","SFE-M-4","SFE-M","4","JZ",75,"50","60",20,0,0,79,1,"n","n","n"
"2022-06-29","SFE-M-4","SFE-M","4","JZ",90,"75","50",5,0,0,94,1,"n","n","n"
"2022-06-29","SFE-M-4","SFE-M","4","JZ",105,"50","66",0,0,0,100,0,"n","n","n"
"2022-06-29","SFE-M-4","SFE-M","4","JZ",120,"75","37",30,0,0,69,1,"n","n","n"
"2022-06-29","SFE-M-4","SFE-M","4","JZ",135,"50","65",0,0,0,100,0,"n","n","n"
"2022-06-29","SFE-M-4","SFE-M","4","JZ",150,"75","37",10,0,0,85,5,"n","n","n"
"2022-07-14","SFE-M-4","SFE-M","4","JZ",0,"25","55",45,0,0,55,0,"n","n","n"
"2022-07-14","SFE-M-4","SFE-M","4","JZ",15,"50","33",20,0,0,79,1,"n","n","n"
"2022-07-14","SFE-M-4","SFE-M","4","JZ",30,"75","23",98,0,1,1,0,"n","y","n"
"2022-07-14","SFE-M-4","SFE-M","4","JZ",45,"25","59",95,0,0,5,0,"n","y","n"
"2022-07-14","SFE-M-4","SFE-M","4","JZ",60,"75","40",15,0,1,74,10,"n","y","n"
"2022-07-14","SFE-M-4","SFE-M","4","JZ",75,"75","55",20,0,0,79,1,"n","y","n"
"2022-07-14","SFE-M-4","SFE-M","4","JZ",90,"75","46",60,0,0,38,2,"n","y","n"
"2022-07-14","SFE-M-4","SFE-M","4","JZ",105,"75","51",70,0,0,30,0,"n","y","n"
"2022-07-14","SFE-M-4","SFE-M","4","JZ",120,"50","65",2,0,0,97,1,"n","y","n"
"2022-07-14","SFE-M-4","SFE-M","4","JZ",135,"75","51",5,0,0,94,1,"n","y","n"
"2022-07-14","SFE-M-4","SFE-M","4","JZ",150,"75","55",10,0,1,87,2,"n","y","n"
"2022-07-28","SFE-M-4","SFE-M","4","JZ",0,"50","64",50,0,45,5,0,"n","y","n"
"2022-07-28","SFE-M-4","SFE-M","4","JZ",15,"75","16",25,0,25,50,0,"n","y","n"
"2022-07-28","SFE-M-4","SFE-M","4","JZ",30,"25","52",50,0,15,35,0,"n","y","n"
"2022-07-28","SFE-M-4","SFE-M","4","JZ",45,"50","39",50,0,50,0,0,"n","y","n"
"2022-07-28","SFE-M-4","SFE-M","4","JZ",60,"75","31",30,0,25,43,2,"n","y","n"
"2022-07-28","SFE-M-4","SFE-M","4","JZ",75,"75","41",0,0,0,95,5,"n","y","n"
"2022-07-28","SFE-M-4","SFE-M","4","JZ",90,"75","43",50,0,45,5,0,"n","y","n"
"2022-07-28","SFE-M-4","SFE-M","4","JZ",105,"75","37",45,0,40,15,0,"n","y","n"
"2022-07-28","SFE-M-4","SFE-M","4","JZ",120,"50","63",25,0,25,45,5,"n","y","n"
"2022-07-28","SFE-M-4","SFE-M","4","JZ",135,"50","72",10,0,10,80,0,"n","y","n"
"2022-07-28","SFE-M-4","SFE-M","4","JZ",150,"75","45",85,0,5,10,0,"n","y","n"
"2022-08-10","SFE-M-4","SFE-M","4","JZ",0,"25","57",80,0,0,20,0,"n","y","n"
"2022-08-10","SFE-M-4","SFE-M","4","JZ",15,"50","51",100,0,0,0,0,"n","y","n"
"2022-08-10","SFE-M-4","SFE-M","4","JZ",30,"75","15",90,0,0,10,0,"y","y","n"
"2022-08-10","SFE-M-4","SFE-M","4","JZ",45,"25","34",15,20,15,50,0,"y","y","n"
"2022-08-10","SFE-M-4","SFE-M","4","JZ",60,"50","50",65,15,10,10,0,"y","y","n"
"2022-08-10","SFE-M-4","SFE-M","4","JZ",75,"75","41",93,0,0,5,2,"y","y","n"
"2022-08-10","SFE-M-4","SFE-M","4","JZ",90,"75","34",0,0,0,90,10,"y","y","n"
"2022-08-10","SFE-M-4","SFE-M","4","JZ",105,"75","50",15,10,5,70,0,"y","y","n"
"2022-08-10","SFE-M-4","SFE-M","4","JZ",120,"75","51",25,10,5,60,0,"y","y","n"
"2022-08-10","SFE-M-4","SFE-M","4","JZ",135,"50","80",90,0,0,10,0,"y","y","n"
"2022-08-10","SFE-M-4","SFE-M","4","JZ",150,"50","NA",1,0,0,99,0,"y","y","n"
"2022-08-23","SFE-M-4","SFE-M","4","JZ",0,"50","56",95,0,0,5,0,"n","n","n"
"2022-08-23","SFE-M-4","SFE-M","4","JZ",15,"75","18",97,0,0,3,0,"n","n","n"
"2022-08-23","SFE-M-4","SFE-M","4","JZ",30,"25","32",0,0,0,100,0,"n","n","n"
"2022-08-23","SFE-M-4","SFE-M","4","JZ",45,"50","39",59,15,10,15,1,"y","y","n"
"2022-08-23","SFE-M-4","SFE-M","4","JZ",60,"75","29",20,0,0,78,2,"n","n","n"
"2022-08-23","SFE-M-4","SFE-M","4","JZ",75,"50","69",5,0,0,90,5,"n","n","n"
"2022-08-23","SFE-M-4","SFE-M","4","JZ",90,"75","51",0,0,0,99,1,"n","n","n"
"2022-08-23","SFE-M-4","SFE-M","4","JZ",105,"75","29",5,0,0,93,2,"n","n","n"
"2022-08-23","SFE-M-4","SFE-M","4","JZ",120,"50","61",0,0,0,100,0,"n","n","n"
"2022-08-23","SFE-M-4","SFE-M","4","JZ",135,"50","64",0,0,0,100,0,"n","n","n"
"2022-08-23","SFE-M-4","SFE-M","4","JZ",150,"75","52",0,0,0,100,0,"n","n","n"
"2022-09-06","SFE-M-4","SFE-M","4","MH",0,"75","10",100,0,0,0,0,"n","n","n"
"2022-09-06","SFE-M-4","SFE-M","4","MH",15,"25","25",0,0,0,90,10,"n","n","n"
"2022-09-06","SFE-M-4","SFE-M","4","MH",30,"50","27",80,0,0,15,5,"n","n","n"
