Date,Site,Transect,Meas_Type,Depth_cm_initial,Depth_ft_initial,Width_m,Depth_cm_final,Approx_lat,Approx_long,Width_method,notes
7/20/2023,SfkEel_Miranda,3,Depth,40,,,40,,,,
7/20/2023,SfkEel_Miranda,4,Width,,,14.73,,40.1831162,-123.7741809,GPS,
7/20/2023,SfkEel_Miranda,4,Depth,67,,,67,,,,
7/20/2023,SfkEel_Miranda,4,Depth,60,,,60,,,,
7/20/2023,SfkEel_Miranda,4,Depth,67,,,67,,,,
7/20/2023,SfkEel_Miranda,4,Depth,60,,,60,,,,
7/20/2023,SfkEel_Miranda,4,Depth,45,,,45,,,,
7/20/2023,SfkEel_Miranda,4,Depth,42,,,42,,,,
7/20/2023,SfkEel_Miranda,4,Depth,38,,,38,,,,
7/20/2023,SfkEel_Miranda,4,Depth,60,,,60,,,,
7/20/2023,SfkEel_Miranda,5,Width,,,26.72,,40.1837956,-123.7735969,GPS,
7/20/2023,SfkEel_Miranda,5,Depth,,3.4,,104,,,,
7/20/2023,SfkEel_Miranda,5,Depth,,4.2,,128,,,,
7/20/2023,SfkEel_Miranda,5,Depth,,7.8,,238,,,,
7/20/2023,SfkEel_Miranda,5,Depth,,9.1,,277,,,,
7/20/2023,SfkEel_Miranda,5,Depth,,7.8,,238,,,,
7/20/2023,SfkEel_Miranda,5,Depth,,6.9,,210,,,,
7/20/2023,SfkEel_Miranda,5,Depth,,5.3,,162,,,,
7/20/2023,SfkEel_Miranda,5,Depth,,3.5,,107,,,,
7/20/2023,SfkEel_Miranda,6,Width,,,41.19,,40.1849771,-123.7729909,GPS,
7/20/2023,SfkEel_Miranda,6,Depth,,5.4,,165,,,,
7/20/2023,SfkEel_Miranda,6,Depth,30,,,30,,,,
7/20/2023,SfkEel_Miranda,6,Depth,23,,,23,,,,
7/20/2023,SfkEel_Miranda,6,Depth,20,,,20,,,,
7/20/2023,SfkEel_Miranda,6,Depth,36,,,36,,,,
7/20/2023,SfkEel_Miranda,6,Depth,30,,,30,,,,
7/20/2023,SfkEel_Miranda,6,Depth,18,,,18,,,,
7/20/2023,SfkEel_Miranda,6,Depth,22,,,22,,,,
7/20/2023,SfkEel_Miranda,7,Width,,,15.3,,40.186338,-123.772382,measuring_tape,
7/20/2023,SfkEel_Miranda,7,Depth,20,,,20,,,,
7/20/2023,SfkEel_Miranda,7,Depth,40,,,40,,,,
7/20/2023,SfkEel_Miranda,7,Depth,60,,,60,,,,
7/20/2023,SfkEel_Miranda,7,Depth,65,,,65,,,,
7/20/2023,SfkEel_Miranda,7,Depth,57,,,57,,,,
7/20/2023,SfkEel_Miranda,7,Depth,42,,,42,,,,
7/20/2023,SfkEel_Miranda,7,Depth,38,,,38,,,,
7/20/2023,SfkEel_Miranda,7,Depth,18,,,18,,,,
7/20/2023,SfkEel_Miranda,8,Width,,,14,,40.1869253,-123.7721312,measuring_tape,
7/20/2023,SfkEel_Miranda,8,Depth,18,,,18,,,,
7/20/2023,SfkEel_Miranda,8,Depth,28,,,28,,,,
7/20/2023,SfkEel_Miranda,8,Depth,26,,,26,,,,
7/20/2023,SfkEel_Miranda,8,Depth,24,,,24,,,,
7/20/2023,SfkEel_Miranda,8,Depth,43,,,43,,,,
7/20/2023,SfkEel_Miranda,8,Depth,40,,,40,,,,
7/20/2023,SfkEel_Miranda,8,Depth,24,,,24,,,,
7/20/2023,SfkEel_Miranda,8,Depth,16,,,16,,,,
7/20/2023,SfkEel_Miranda,9,Width,,,17.94,,40.1878175,-123.7715978,GPS,
7/20/2023,SfkEel_Miranda,9,Depth,65,,,65,,,,
7/20/2023,SfkEel_Miranda,9,Depth,115,,,115,,,,
7/20/2023,SfkEel_Miranda,9,Depth,122,,,122,,,,
7/20/2023,SfkEel_Miranda,9,Depth,118,,,118,,,,
7/20/2023,SfkEel_Miranda,9,Depth,95,,,95,,,,
7/20/2023,SfkEel_Miranda,9,Depth,75,,,75,,,,
7/20/2023,SfkEel_Miranda,9,Depth,55,,,55,,,,
7/20/2023,SfkEel_Miranda,9,Depth,32,,,32,,,,
7/20/2023,SfkEel_Miranda,10,Width,,,20.28,,40.1885873,-123.7708288,GPS,
7/20/2023,SfkEel_Miranda,10,Depth,,2.7,,82,,,,
7/20/2023,SfkEel_Miranda,10,Depth,,4.4,,134,,,,
7/20/2023,SfkEel_Miranda,10,Depth,,6.4,,195,,,,
7/20/2023,SfkEel_Miranda,10,Depth,,5.1,,155,,,,
7/20/2023,SfkEel_Miranda,10,Depth,,4.2,,128,,,,
7/20/2023,SfkEel_Miranda,10,Depth,,3.1,,94,,,,
7/20/2023,SfkEel_Miranda,10,Depth,75,,,75,,,,
7/20/2023,SfkEel_Miranda,10,Depth,37,,,37,,,,
7/20/2023,SfkEel_Miranda,11,Width,,,21.9,,40.1896344,-123.7698652,GPS,
7/20/2023,SfkEel_Miranda,11,Depth,40,,,40,,,,
7/20/2023,SfkEel_Miranda,11,Depth,,3.2,,98,,,,
7/20/2023,SfkEel_Miranda,11,Depth,,7.7,,235,,,,
7/20/2023,SfkEel_Miranda,11,Depth,,5.5,,168,,,,
7/20/2023,SfkEel_Miranda,11,Depth,,3.5,,107,,,,
7/20/2023,SfkEel_Miranda,11,Depth,,3.1,,94,,,,
7/20/2023,SfkEel_Miranda,11,Depth,42,,,42,,,,
7/20/2023,SfkEel_Miranda,11,Depth,14,,,14,,,,
7/20/2023,SfkEel_Miranda,12,Width,,,11.07,,40.190446,-123.769749,GPS,
7/20/2023,SfkEel_Miranda,12,Depth,,5.3,,162,,,,
7/20/2023,SfkEel_Miranda,12,Depth,,10.6,,323,,,,
7/20/2023,SfkEel_Miranda,12,Depth,,8.6,,262,,,,
7/20/2023,SfkEel_Miranda,12,Depth,,6.7,,204,,,,
7/20/2023,SfkEel_Miranda,12,Depth,,3.6,,110,,,,
7/20/2023,SfkEel_Miranda,12,Depth,,3,,91,,,,
7/20/2023,SfkEel_Miranda,12,Depth,,2.6,,79,,,,
7/20/2023,SfkEel_Miranda,12,Depth,30,,,30,,,,
7/20/2023,SfkEel_Miranda,13,Width,,,16.1,,40.1923953,-123.7696254,measuring_tape,
7/20/2023,SfkEel_Miranda,13,Depth,30,,,30,,,,
7/20/2023,SfkEel_Miranda,13,Depth,65,,,65,,,,
7/20/2023,SfkEel_Miranda,13,Depth,65,,,65,,,,
7/20/2023,SfkEel_Miranda,13,Depth,26,,,26,,,,
7/20/2023,SfkEel_Miranda,13,Depth,29,,,29,,,,
7/20/2023,SfkEel_Miranda,13,Depth,40,,,40,,,,
7/20/2023,SfkEel_Miranda,13,Depth,40,,,40,,,,
7/20/2023,SfkEel_Miranda,13,Depth,20,,,20,,,,
7/20/2023,SfkEel_Miranda,14,Width,,,26.77,,40.1932936,-123.7698187,GPS,
7/20/2023,SfkEel_Miranda,14,Depth,38,,,38,,,,
7/20/2023,SfkEel_Miranda,14,Depth,50,,,50,,,,
7/20/2023,SfkEel_Miranda,14,Depth,50,,,50,,,,
7/20/2023,SfkEel_Miranda,14,Depth,57,,,57,,,,
7/20/2023,SfkEel_Miranda,14,Depth,55,,,55,,,,
7/20/2023,SfkEel_Miranda,14,Depth,57,,,57,,,,
7/20/2023,SfkEel_Miranda,14,Depth,45,,,45,,,,
7/20/2023,SfkEel_Miranda,14,Depth,28,,,28,,,,
7/20/2023,SfkEel_Miranda,15,Width,,,20.89,,40.1944324,-123.7699861,GPS,
7/20/2023,SfkEel_Miranda,15,Depth,,3.1,,94,,,,
7/20/2023,SfkEel_Miranda,15,Depth,,5,,152,,,,
7/20/2023,SfkEel_Miranda,15,Depth,,3.7,,113,,,,
7/20/2023,SfkEel_Miranda,15,Depth,,3.3,,101,,,,
7/20/2023,SfkEel_Miranda,15,Depth,,3.2,,98,,,,
7/20/2023,SfkEel_Miranda,15,Depth,,1.7,,52,,,,
7/20/2023,SfkEel_Miranda,15,Depth,34,,,34,,,,
7/20/2023,SfkEel_Miranda,15,Depth,16,,,16,,,,
7/20/2023,SfkEel_Miranda,16,Width,,,15.1,,40.1949531,-123.771366,measuring_tape,
7/20/2023,SfkEel_Miranda,16,Depth,10,,,10,,,,
7/20/2023,SfkEel_Miranda,16,Depth,18,,,18,,,,
7/20/2023,SfkEel_Miranda,16,Depth,12,,,12,,,,
7/20/2023,SfkEel_Miranda,16,Depth,12,,,12,,,,
7/20/2023,SfkEel_Miranda,16,Depth,20,,,20,,,,
7/20/2023,SfkEel_Miranda,16,Depth,28,,,28,,,,
7/20/2023,SfkEel_Miranda,16,Depth,26,,,26,,,,
7/20/2023,SfkEel_Miranda,16,Depth,10,,,10,,,,
7/20/2023,SfkEel_Miranda,17,Width,,,13.52,,40.1951977,-123.7723138,GPS,
7/20/2023,SfkEel_Miranda,17,Depth,132,,,132,,,,
7/20/2023,SfkEel_Miranda,17,Depth,140,,,140,,,,
7/20/2023,SfkEel_Miranda,17,Depth,90,,,90,,,,
7/20/2023,SfkEel_Miranda,17,Depth,70,,,70,,,,
7/20/2023,SfkEel_Miranda,17,Depth,55,,,55,,,,
7/20/2023,SfkEel_Miranda,17,Depth,55,,,55,,,,
7/20/2023,SfkEel_Miranda,17,Depth,60,,,60,,,,
7/20/2023,SfkEel_Miranda,17,Depth,34,,,34,,,,
7/20/2023,SfkEel_Miranda,18,Width,,,17.76,,40.1956185,-123.7730975,GPS,
7/20/2023,SfkEel_Miranda,18,Depth,,4.3,,131,,,,
7/20/2023,SfkEel_Miranda,18,Depth,,5.8,,177,,,,
7/20/2023,SfkEel_Miranda,18,Depth,,4.9,,149,,,,
7/20/2023,SfkEel_Miranda,18,Depth,,3.8,,116,,,,
7/20/2023,SfkEel_Miranda,18,Depth,,3.3,,101,,,,
7/20/2023,SfkEel_Miranda,18,Depth,,3.4,,104,,,,
7/20/2023,SfkEel_Miranda,18,Depth,,3,,91,,,,
7/20/2023,SfkEel_Miranda,18,Depth,50,,,50,,,,
7/20/2023,SfkEel_Miranda,19,Width,,,34.74,,40.1965756,-123.7743529,GPS,
7/20/2023,SfkEel_Miranda,19,Depth,90,,,90,,,,
7/20/2023,SfkEel_Miranda,19,Depth,60,,,60,,,,
7/20/2023,SfkEel_Miranda,19,Depth,42,,,42,,,,
7/20/2023,SfkEel_Miranda,19,Depth,40,,,40,,,,
7/20/2023,SfkEel_Miranda,19,Depth,49,,,49,,,,
7/20/2023,SfkEel_Miranda,19,Depth,43,,,43,,,,
7/20/2023,SfkEel_Miranda,19,Depth,53,,,53,,,,
7/20/2023,SfkEel_Miranda,19,Depth,28,,,28,,,,
7/20/2023,SfkEel_Miranda,20,Width,,,40.09,,40.1975517,-123.7750376,GPS,
7/20/2023,SfkEel_Miranda,20,Depth,,3.1,,94,,,,
7/20/2023,SfkEel_Miranda,20,Depth,,9.1,,277,,,,
7/20/2023,SfkEel_Miranda,20,Depth,,9,,274,,,,
7/20/2023,SfkEel_Miranda,20,Depth,,7.7,,235,,,,
7/20/2023,SfkEel_Miranda,20,Depth,,6.6,,201,,,,
7/20/2023,SfkEel_Miranda,20,Depth,,5.5,,168,,,,
7/20/2023,SfkEel_Miranda,20,Depth,,2.7,,82,,,,
7/20/2023,SfkEel_Miranda,20,Depth,45,,,45,,,,
8/3/2023,SfkEel_Standish,1,Width,,,23.2,,39.8719641,-123.7167132,range_finder,
8/3/2023,SfkEel_Standish,1,Depth,18,,,18,,,,
8/3/2023,SfkEel_Standish,1,Depth,30,,,30,,,,
8/3/2023,SfkEel_Standish,1,Depth,35,,,35,,,,
8/3/2023,SfkEel_Standish,1,Depth,80,,,80,,,,
8/3/2023,SfkEel_Standish,1,Depth,,4.5,,137,,,,
8/3/2023,SfkEel_Standish,1,Depth,,6.6,,201,,,,
8/3/2023,SfkEel_Standish,1,Depth,,7.1,,216,,,,
8/3/2023,SfkEel_Standish,1,Depth,,7.2,,219,,,,
8/3/2023,SfkEel_Standish,2,Width,,,28.5,,39.8720946,-123.7154639,range_finder,
8/3/2023,SfkEel_Standish,2,Depth,40,,,40,,,,
8/3/2023,SfkEel_Standish,2,Depth,45,,,45,,,,
8/3/2023,SfkEel_Standish,2,Depth,50,,,50,,,,
8/3/2023,SfkEel_Standish,2,Depth,90,,,90,,,,
8/3/2023,SfkEel_Standish,2,Depth,,4.1,,125,,,,
8/3/2023,SfkEel_Standish,2,Depth,,4.7,,143,,,,
8/3/2023,SfkEel_Standish,2,Depth,,5.2,,158,,,,
8/3/2023,SfkEel_Standish,2,Depth,,5.1,,155,,,,
8/3/2023,SfkEel_Standish,3,Width,,,32.7,,39.8719703,-123.7143377,range_finder,
8/3/2023,SfkEel_Standish,3,Depth,10,,,10,,,,
8/3/2023,SfkEel_Standish,3,Depth,7,,,7,,,,
8/3/2023,SfkEel_Standish,3,Depth,9,,,9,,,,
8/3/2023,SfkEel_Standish,3,Depth,10,,,10,,,,
8/3/2023,SfkEel_Standish,3,Depth,12,,,12,,,,
8/3/2023,SfkEel_Standish,3,Depth,11,,,11,,,,
8/3/2023,SfkEel_Standish,3,Depth,14,,,14,,,,
8/3/2023,SfkEel_Standish,3,Depth,3,,,3,,,,
8/3/2023,SfkEel_Standish,4,Width,,,23.4,,39.8723818,-123.7128738,range_finder,
8/3/2023,SfkEel_Standish,4,Depth,40,,,40,,,,
8/3/2023,SfkEel_Standish,4,Depth,65,,,65,,,,
8/3/2023,SfkEel_Standish,4,Depth,97,,,97,,,,
8/3/2023,SfkEel_Standish,4,Depth,112,,,112,,,,
8/3/2023,SfkEel_Standish,4,Depth,,4.9,,149,,,,
8/3/2023,SfkEel_Standish,4,Depth,,7.4,,226,,,,
8/3/2023,SfkEel_Standish,4,Depth,,8.7,,265,,,,
8/3/2023,SfkEel_Standish,4,Depth,,6.8,,207,,,,
8/3/2023,SfkEel_Standish,5,Width,,,17.8,,39.8731637,-123.7120462,range_finder,
8/3/2023,SfkEel_Standish,5,Depth,34,,,34,,,,
8/3/2023,SfkEel_Standish,5,Depth,110,,,110,,,,
8/3/2023,SfkEel_Standish,5,Depth,,5.6,,171,,,,
8/3/2023,SfkEel_Standish,5,Depth,,7,,213,,,,
8/3/2023,SfkEel_Standish,5,Depth,,8.5,,259,,,,
8/3/2023,SfkEel_Standish,5,Depth,,10.7,,326,,,,
8/3/2023,SfkEel_Standish,5,Depth,,6.3,,192,,,,
8/3/2023,SfkEel_Standish,5,Depth,,5.8,,177,,,,
8/3/2023,SfkEel_Standish,6,Width,,,15.1,,39.8743763,-123.711992,range_finder,
8/3/2023,SfkEel_Standish,6,Depth,13,,,13,,,,
8/3/2023,SfkEel_Standish,6,Depth,16,,,16,,,,
8/3/2023,SfkEel_Standish,6,Depth,25,,,25,,,,
8/3/2023,SfkEel_Standish,6,Depth,22,,,22,,,,
8/3/2023,SfkEel_Standish,6,Depth,22,,,22,,,,
8/3/2023,SfkEel_Standish,6,Depth,25,,,25,,,,
8/3/2023,SfkEel_Standish,6,Depth,18,,,18,,,,
8/3/2023,SfkEel_Standish,6,Depth,18,,,18,,,,
8/3/2023,SfkEel_Standish,7,Width,,,23.4,,39.8752138,-123.7127355,range_finder,
8/3/2023,SfkEel_Standish,7,Depth,16,,,16,,,,
8/3/2023,SfkEel_Standish,7,Depth,16,,,16,,,,
8/3/2023,SfkEel_Standish,7,Depth,36,,,36,,,,
8/3/2023,SfkEel_Standish,7,Depth,42,,,42,,,,
8/3/2023,SfkEel_Standish,7,Depth,45,,,45,,,,
8/3/2023,SfkEel_Standish,7,Depth,40,,,40,,,,
8/3/2023,SfkEel_Standish,7,Depth,28,,,28,,,,
8/3/2023,SfkEel_Standish,7,Depth,14,,,14,,,,
8/3/2023,SfkEel_Standish,8,Width,,,12.3,,39.87569,-123.7138072,range_finder,
8/3/2023,SfkEel_Standish,8,Depth,11,,,11,,,,
8/3/2023,SfkEel_Standish,8,Depth,13,,,13,,,,
8/3/2023,SfkEel_Standish,8,Depth,21,,,21,,,,
8/3/2023,SfkEel_Standish,8,Depth,40,,,40,,,,
8/3/2023,SfkEel_Standish,8,Depth,50,,,50,,,,
8/3/2023,SfkEel_Standish,8,Depth,53,,,53,,,,
8/3/2023,SfkEel_Standish,8,Depth,57,,,57,,,,
8/3/2023,SfkEel_Standish,8,Depth,55,,,55,,,,
8/3/2023,SfkEel_Standish,9,Width,,,17.7,,39.8762592,-123.7150795,range_finder,
8/3/2023,SfkEel_Standish,9,Depth,34,,,34,,,,
8/3/2023,SfkEel_Standish,9,Depth,80,,,80,,,,
8/3/2023,SfkEel_Standish,9,Depth,115,,,115,,,,
8/3/2023,SfkEel_Standish,9,Depth,128,,,128,,,,
8/3/2023,SfkEel_Standish,9,Depth,100,,,100,,,,
8/3/2023,SfkEel_Standish,9,Depth,75,,,75,,,,
8/3/2023,SfkEel_Standish,9,Depth,53,,,53,,,,
8/3/2023,SfkEel_Standish,9,Depth,45,,,45,,,,
8/3/2023,SfkEel_Standish,10,Width,,,21.2,,39.8772725,-123.7158287,range_finder,
8/3/2023,SfkEel_Standish,10,Depth,12,,,12,,,,
8/3/2023,SfkEel_Standish,10,Depth,15,,,15,,,,
8/3/2023,SfkEel_Standish,10,Depth,21,,,21,,,,
8/3/2023,SfkEel_Standish,10,Depth,20,,,20,,,,
8/3/2023,SfkEel_Standish,10,Depth,24,,,24,,,,
8/3/2023,SfkEel_Standish,10,Depth,34,,,34,,,,
8/3/2023,SfkEel_Standish,10,Depth,55,,,55,,,,
8/3/2023,SfkEel_Standish,10,Depth,65,,,65,,,,
8/3/2023,SfkEel_Standish,11,Width,,,13.9,,39.8779522,-123.7170854,range_finder,
8/3/2023,SfkEel_Standish,11,Depth,65,,,65,,,,
8/3/2023,SfkEel_Standish,11,Depth,,6.9,,210,,,,
8/3/2023,SfkEel_Standish,11,Depth,,7.1,,216,,,,
8/3/2023,SfkEel_Standish,11,Depth,,6.7,,204,,,,
8/3/2023,SfkEel_Standish,11,Depth,,5.7,,174,,,,
8/3/2023,SfkEel_Standish,11,Depth,,3.6,,110,,,,
8/3/2023,SfkEel_Standish,11,Depth,,2.3,,70,,,,
8/3/2023,SfkEel_Standish,11,Depth,50,,,50,,,,
8/3/2023,SfkEel_Standish,12,Width,,,10.4,,39.8767871,-123.7178951,range_finder,
8/3/2023,SfkEel_Standish,12,Depth,21,,,21,,,,
8/3/2023,SfkEel_Standish,12,Depth,20,,,20,,,,
8/3/2023,SfkEel_Standish,12,Depth,40,,,40,,,,
8/3/2023,SfkEel_Standish,12,Depth,58,,,58,,,,
8/3/2023,SfkEel_Standish,12,Depth,70,,,70,,,,
8/3/2023,SfkEel_Standish,12,Depth,58,,,58,,,,
8/3/2023,SfkEel_Standish,12,Depth,45,,,45,,,,
8/3/2023,SfkEel_Standish,12,Depth,29,,,29,,,,
8/3/2023,SfkEel_Standish,13,Width,,,12.7,,39.8761314,-123.7182382,range_finder,
8/3/2023,SfkEel_Standish,13,Depth,21,,,21,,,,
8/3/2023,SfkEel_Standish,13,Depth,40,,,40,,,,
8/3/2023,SfkEel_Standish,13,Depth,65,,,65,,,,
8/3/2023,SfkEel_Standish,13,Depth,95,,,95,,,,
8/3/2023,SfkEel_Standish,13,Depth,70,,,70,,,,
8/3/2023,SfkEel_Standish,13,Depth,60,,,60,,,,
8/3/2023,SfkEel_Standish,13,Depth,45,,,45,,,,
8/3/2023,SfkEel_Standish,13,Depth,50,,,50,,,,
8/3/2023,SfkEel_Standish,14,Width,,,29.4,,39.8754946,-123.7192284,range_finder,
8/3/2023,SfkEel_Standish,14,Depth,16,,,16,,,,
8/3/2023,SfkEel_Standish,14,Depth,30,,,30,,,,
8/3/2023,SfkEel_Standish,14,Depth,50,,,50,,,,
8/3/2023,SfkEel_Standish,14,Depth,60,,,60,,,,
8/3/2023,SfkEel_Standish,14,Depth,55,,,55,,,,
8/3/2023,SfkEel_Standish,14,Depth,78,,,78,,,,
8/3/2023,SfkEel_Standish,14,Depth,70,,,70,,,,
8/3/2023,SfkEel_Standish,14,Depth,108,,,108,,,,
8/3/2023,SfkEel_Standish,15,Width,,,17,,39.8744712,-123.720404,range_finder,
8/3/2023,SfkEel_Standish,15,Depth,16,,,16,,,,
8/3/2023,SfkEel_Standish,15,Depth,45,,,45,,,,
8/3/2023,SfkEel_Standish,15,Depth,54,,,54,,,,
8/3/2023,SfkEel_Standish,15,Depth,70,,,70,,,,
8/3/2023,SfkEel_Standish,15,Depth,135,,,135,,,,
8/3/2023,SfkEel_Standish,15,Depth,150,,,150,,,,
8/3/2023,SfkEel_Standish,15,Depth,110,,,110,,,,
8/3/2023,SfkEel_Standish,15,Depth,40,,,40,,,,
8/3/2023,SfkEel_Standish,16,Width,,,22.3,,39.8737236,-123.720739,range_finder,
8/3/2023,SfkEel_Standish,16,Depth,110,,,110,,,,
8/3/2023,SfkEel_Standish,16,Depth,,3.7,,113,,,,
8/3/2023,SfkEel_Standish,16,Depth,,4.4,,134,,,,
8/3/2023,SfkEel_Standish,16,Depth,,4.5,,137,,,,
8/3/2023,SfkEel_Standish,16,Depth,,4.4,,134,,,,
8/3/2023,SfkEel_Standish,16,Depth,,3.9,,119,,,,
8/3/2023,SfkEel_Standish,16,Depth,,2.3,,70,,,,
8/3/2023,SfkEel_Standish,16,Depth,23,,,23,,,,
8/3/2023,SfkEel_Standish,17,Width,,,22.5,,39.8736204,-123.7224757,range_finder,
8/3/2023,SfkEel_Standish,17,Depth,60,,,60,,,,
8/3/2023,SfkEel_Standish,17,Depth,,3.5,,107,,,,
8/3/2023,SfkEel_Standish,17,Depth,,2.7,,82,,,,
8/3/2023,SfkEel_Standish,17,Depth,,4.9,,149,,,,
8/3/2023,SfkEel_Standish,17,Depth,,5.2,,158,,,,
8/3/2023,SfkEel_Standish,17,Depth,,3.8,,116,,,,
8/3/2023,SfkEel_Standish,17,Depth,62,,,62,,,,
8/3/2023,SfkEel_Standish,17,Depth,37,,,37,,,,
8/3/2023,SfkEel_Standish,18,Width,,,20.3,,39.8743367,-123.7234787,range_finder,
8/3/2023,SfkEel_Standish,18,Depth,14,,,14,,,,
8/3/2023,SfkEel_Standish,18,Depth,24,,,24,,,,
8/3/2023,SfkEel_Standish,18,Depth,40,,,40,,,,
8/3/2023,SfkEel_Standish,18,Depth,50,,,50,,,,
8/3/2023,SfkEel_Standish,18,Depth,40,,,40,,,,
8/3/2023,SfkEel_Standish,18,Depth,36,,,36,,,,
8/3/2023,SfkEel_Standish,18,Depth,36,,,36,,,,
8/3/2023,SfkEel_Standish,18,Depth,27,,,27,,,,
8/3/2023,SfkEel_Standish,19,Width,,,11.7,,39.8747321,-123.7241683,range_finder,
8/3/2023,SfkEel_Standish,19,Depth,15,,,15,,,,
8/3/2023,SfkEel_Standish,19,Depth,17,,,17,,,,
8/3/2023,SfkEel_Standish,19,Depth,24,,,24,,,,
8/3/2023,SfkEel_Standish,19,Depth,32,,,32,,,,
8/3/2023,SfkEel_Standish,19,Depth,27,,,27,,,,
8/3/2023,SfkEel_Standish,19,Depth,30,,,30,,,,
8/3/2023,SfkEel_Standish,19,Depth,45,,,45,,,,
8/3/2023,SfkEel_Standish,19,Depth,20,,,20,,,,
8/3/2023,SfkEel_Standish,20,Width,,,12.4,,39.8757984,-123.7258284,range_finder,
8/3/2023,SfkEel_Standish,20,Depth,14,,,14,,,,
8/3/2023,SfkEel_Standish,20,Depth,22,,,22,,,,
8/3/2023,SfkEel_Standish,20,Depth,30,,,30,,,,
8/3/2023,SfkEel_Standish,20,Depth,45,,,45,,,,
8/3/2023,SfkEel_Standish,20,Depth,24,,,24,,,,
8/3/2023,SfkEel_Standish,20,Depth,36,,,36,,,,
8/3/2023,SfkEel_Standish,20,Depth,30,,,30,,,,
8/3/2023,SfkEel_Standish,20,Depth,18,,,18,,,,
9/14/2023,SfkEel_Standish,1,Width,,,22.1,,39.8719839,-123.7167033,range_finder,
9/14/2023,SfkEel_Standish,1,Depth,16,,,16,,,,
9/14/2023,SfkEel_Standish,1,Depth,28,,,28,,,,
9/14/2023,SfkEel_Standish,1,Depth,65,,,65,,,,
9/14/2023,SfkEel_Standish,1,Depth,115,,,115,,,,
9/14/2023,SfkEel_Standish,1,Depth,,6.3,,192,,,,
9/14/2023,SfkEel_Standish,1,Depth,,7.2,,219,,,,
9/14/2023,SfkEel_Standish,1,Depth,,5.8,,177,,,,
9/14/2023,SfkEel_Standish,1,Depth,,6.2,,189,,,,
9/14/2023,SfkEel_Standish,2,Width,,,27.9,,39.8720561,-123.7154778,range_finder,
9/14/2023,SfkEel_Standish,2,Depth,38,,,38,,,,
9/14/2023,SfkEel_Standish,2,Depth,38,,,38,,,,
9/14/2023,SfkEel_Standish,2,Depth,40,,,40,,,,
9/14/2023,SfkEel_Standish,2,Depth,68,,,68,,,,
9/14/2023,SfkEel_Standish,2,Depth,93,,,93,,,,
9/14/2023,SfkEel_Standish,2,Depth,130,,,130,,,,
9/14/2023,SfkEel_Standish,2,Depth,165,,,165,,,,
9/14/2023,SfkEel_Standish,2,Depth,115,,,115,,,,
9/14/2023,SfkEel_Standish,3,Width,,,31.4,,39.872022,-123.7143678,range_finder,
9/14/2023,SfkEel_Standish,3,Depth,14,,,14,,,,
9/14/2023,SfkEel_Standish,3,Depth,15,,,15,,,,
9/14/2023,SfkEel_Standish,3,Depth,14,,,14,,,,
9/14/2023,SfkEel_Standish,3,Depth,8,,,8,,,,
9/14/2023,SfkEel_Standish,3,Depth,12,,,12,,,,
9/14/2023,SfkEel_Standish,3,Depth,10,,,10,,,,
9/14/2023,SfkEel_Standish,3,Depth,2,,,2,,,,
9/14/2023,SfkEel_Standish,3,Depth,1,,,1,,,,
9/14/2023,SfkEel_Standish,4,Width,,,21.5,,39.8723319,-123.7128839,range_finder,
9/14/2023,SfkEel_Standish,4,Depth,45,,,45,,,,
9/14/2023,SfkEel_Standish,4,Depth,68,,,68,,,,
9/14/2023,SfkEel_Standish,4,Depth,123,,,123,,,,
9/14/2023,SfkEel_Standish,4,Depth,,5.6,,171,,,,
9/14/2023,SfkEel_Standish,4,Depth,,3.1,,94,,,,
9/14/2023,SfkEel_Standish,4,Depth,,5.5,,168,,,,
9/14/2023,SfkEel_Standish,4,Depth,,3.8,,116,,,,
9/14/2023,SfkEel_Standish,4,Depth,,2.5,,76,,,,
9/14/2023,SfkEel_Standish,5,Width,,,16.6,,39.8731452,-123.7120505,range_finder,
9/14/2023,SfkEel_Standish,5,Depth,55,,,55,,,,
9/14/2023,SfkEel_Standish,5,Depth,,5.6,,171,,,,
9/14/2023,SfkEel_Standish,5,Depth,,7,,213,,,,
9/14/2023,SfkEel_Standish,5,Depth,,8.5,,259,,,,
9/14/2023,SfkEel_Standish,5,Depth,,8.4,,256,,,,
9/14/2023,SfkEel_Standish,5,Depth,,4.5,,137,,,,
9/14/2023,SfkEel_Standish,5,Depth,,5.4,,165,,,,
9/14/2023,SfkEel_Standish,5,Depth,,1.8,,55,,,,
9/14/2023,SfkEel_Standish,6,Width,,,14.4,,39.8744041,-123.7120063,range_finder,
9/14/2023,SfkEel_Standish,6,Depth,14,,,14,,,,
9/14/2023,SfkEel_Standish,6,Depth,16,,,16,,,,
9/14/2023,SfkEel_Standish,6,Depth,14,,,14,,,,
9/14/2023,SfkEel_Standish,6,Depth,24,,,24,,,,
9/14/2023,SfkEel_Standish,6,Depth,20,,,20,,,,
9/14/2023,SfkEel_Standish,6,Depth,14,,,14,,,,
9/14/2023,SfkEel_Standish,6,Depth,34,,,34,,,,
9/14/2023,SfkEel_Standish,6,Depth,14,,,14,,,,
9/14/2023,SfkEel_Standish,7,Width,,,26.3,,39.8752051,-123.7127836,range_finder,
9/14/2023,SfkEel_Standish,7,Depth,9,,,9,,,,
9/14/2023,SfkEel_Standish,7,Depth,22,,,22,,,,
9/14/2023,SfkEel_Standish,7,Depth,36,,,36,,,,
