Date,Site,Section,#,Intermediate_axis _mm,Riffle_or_pool,Transect
9/7/2023,SfkEel_Miranda,EEL-2UP,97,24,pool,17
9/7/2023,SfkEel_Miranda,EEL-2UP,98,46,pool,17
9/7/2023,SfkEel_Miranda,EEL-2UP,99,27,pool,18
9/7/2023,SfkEel_Miranda,EEL-2UP,100,16,pool,18
9/20/2023,SfkEel_Standish,kayak_entry,1,16,riffle,1
9/20/2023,SfkEel_Standish,kayak_entry,2,30,riffle,1
9/20/2023,SfkEel_Standish,kayak_entry,3,47,riffle,1
9/20/2023,SfkEel_Standish,kayak_entry,4,29,riffle,1
9/20/2023,SfkEel_Standish,kayak_entry,5,18,riffle,1
9/20/2023,SfkEel_Standish,kayak_entry,6,19,riffle,1
9/20/2023,SfkEel_Standish,kayak_entry,7,16,riffle,1
9/20/2023,SfkEel_Standish,kayak_entry,8,42,riffle,1
9/20/2023,SfkEel_Standish,kayak_entry,9,27,riffle,1
9/20/2023,SfkEel_Standish,kayak_entry,10,17,riffle,2
9/20/2023,SfkEel_Standish,kayak_entry,11,35,riffle,2
9/20/2023,SfkEel_Standish,kayak_entry,12,43,riffle,2
9/20/2023,SfkEel_Standish,kayak_entry,13,21,riffle,2
9/20/2023,SfkEel_Standish,kayak_entry,14,58,riffle,2
9/20/2023,SfkEel_Standish,kayak_entry,15,25,riffle,2
9/20/2023,SfkEel_Standish,kayak_entry,16,70,riffle,2
9/20/2023,SfkEel_Standish,kayak_entry,17,130,riffle,2
9/20/2023,SfkEel_Standish,kayak_entry,18,105,pool,2
9/20/2023,SfkEel_Standish,kayak_entry,19,11,pool,3
9/20/2023,SfkEel_Standish,kayak_entry,20,135,pool,3
9/20/2023,SfkEel_Standish,kayak_entry,21,35,pool,3
9/20/2023,SfkEel_Standish,kayak_entry,22,35,pool,3
9/20/2023,SfkEel_Standish,kayak_entry,23,80,pool,3
9/20/2023,SfkEel_Standish,kayak_entry,24,22,pool,3
9/20/2023,SfkEel_Standish,kayak_entry,25,50,pool,3
9/20/2023,SfkEel_Standish,kayak_entry,26,41,pool,3
9/20/2023,SfkEel_Standish,kayak_entry,27,19,pool,3
9/20/2023,SfkEel_Standish,kayak_entry,28,30,pool,3
9/20/2023,SfkEel_Standish,kayak_entry,29,36,pool,4
9/20/2023,SfkEel_Standish,kayak_entry,30,9,pool,4
9/20/2023,SfkEel_Standish,kayak_entry,31,60,pool,4
9/20/2023,SfkEel_Standish,kayak_entry,32,22,pool,4
9/20/2023,SfkEel_Standish,kayak_entry,33,14,pool,4
9/20/2023,SfkEel_Standish,kayak_entry,34,20,pool,4
9/20/2023,SfkEel_Standish,kayak_entry,35,24,pool,5
9/20/2023,SfkEel_Standish,kayak_entry,36,31,pool,5
9/20/2023,SfkEel_Standish,kayak_entry,37,12,pool,5
9/20/2023,SfkEel_Standish,kayak_entry,38,10,pool,5
9/20/2023,SfkEel_Standish,kayak_entry,39,6,pool,5
9/20/2023,SfkEel_Standish,kayak_entry,40,6,pool,6
9/20/2023,SfkEel_Standish,kayak_entry,41,16,pool,6
9/20/2023,SfkEel_Standish,kayak_entry,42,31,pool,6
9/20/2023,SfkEel_Standish,kayak_entry,43,7,pool,6
9/20/2023,SfkEel_Standish,kayak_entry,44,11,pool,7
9/20/2023,SfkEel_Standish,kayak_entry,45,21,pool,7
9/20/2023,SfkEel_Standish,kayak_entry,46,13,pool,7
9/20/2023,SfkEel_Standish,kayak_entry,47,10,pool,7
9/20/2023,SfkEel_Standish,kayak_entry,48,4,pool,8
9/20/2023,SfkEel_Standish,kayak_entry,49,18,pool,8
9/20/2023,SfkEel_Standish,kayak_entry,50,17,pool,8
9/20/2023,SfkEel_Standish,kayak_entry,51,55,pool,8
9/20/2023,SfkEel_Standish,kayak_entry,52,40,pool,9
9/20/2023,SfkEel_Standish,kayak_entry,53,20,pool,9
9/20/2023,SfkEel_Standish,kayak_entry,54,19,pool,9
9/20/2023,SfkEel_Standish,kayak_entry,55,sand,pool,9
9/20/2023,SfkEel_Standish,kayak_entry,56,sand,pool,10
9/20/2023,SfkEel_Standish,kayak_entry,57,21,pool,10
9/20/2023,SfkEel_Standish,kayak_entry,58,39,pool,10
9/20/2023,SfkEel_Standish,kayak_entry,59,12,pool,10
9/20/2023,SfkEel_Standish,kayak_entry,60,20,pool,11
9/20/2023,SfkEel_Standish,kayak_entry,61,sand,pool,11
9/20/2023,SfkEel_Standish,kayak_entry,62,sand,pool,11
9/20/2023,SfkEel_Standish,kayak_entry,63,sand,pool,11
9/20/2023,SfkEel_Standish,kayak_entry,64,4,pool,12
9/20/2023,SfkEel_Standish,kayak_entry,65,sand,pool,12
9/20/2023,SfkEel_Standish,kayak_entry,66,42,pool,12
9/20/2023,SfkEel_Standish,kayak_entry,67,61,pool,12
9/20/2023,SfkEel_Standish,kayak_entry,68,25,pool,13
9/20/2023,SfkEel_Standish,kayak_entry,69,sand,pool,13
9/20/2023,SfkEel_Standish,kayak_entry,70,sand,pool,13
9/20/2023,SfkEel_Standish,kayak_entry,71,4,pool,14
9/20/2023,SfkEel_Standish,kayak_entry,72,14,pool,14
9/20/2023,SfkEel_Standish,kayak_entry,73,12,pool,14
9/20/2023,SfkEel_Standish,kayak_entry,74,55,pool,14
9/20/2023,SfkEel_Standish,kayak_entry,75,38,pool,15
9/20/2023,SfkEel_Standish,kayak_entry,76,sand,pool,15
9/20/2023,SfkEel_Standish,kayak_entry,77,3,pool,16
9/20/2023,SfkEel_Standish,kayak_entry,78,13,pool,16
9/20/2023,SfkEel_Standish,kayak_entry,79,32,pool,16
9/20/2023,SfkEel_Standish,kayak_entry,80,28,pool,16
9/20/2023,SfkEel_Standish,kayak_entry,81,50,pool,17
9/20/2023,SfkEel_Standish,kayak_entry,82,22,pool,17
9/20/2023,SfkEel_Standish,kayak_entry,83,sand,pool,17
9/20/2023,SfkEel_Standish,kayak_entry,84,sand,pool,18
9/20/2023,SfkEel_Standish,kayak_entry,85,sand,pool,18
9/20/2023,SfkEel_Standish,kayak_entry,86,sand,pool,18
9/20/2023,SfkEel_Standish,kayak_entry,87,18,pool,18
9/20/2023,SfkEel_Standish,kayak_entry,88,34,pool,19
9/20/2023,SfkEel_Standish,kayak_entry,89,8,pool,19
9/20/2023,SfkEel_Standish,kayak_entry,90,27,pool,19
9/20/2023,SfkEel_Standish,kayak_entry,91,65,pool,19
9/20/2023,SfkEel_Standish,kayak_entry,92,2,pool,19
9/20/2023,SfkEel_Standish,kayak_entry,93,3,pool,19
9/20/2023,SfkEel_Standish,kayak_entry,94,20,pool,20
9/20/2023,SfkEel_Standish,kayak_entry,95,33,pool,20
9/20/2023,SfkEel_Standish,kayak_entry,96,18,pool,20
9/20/2023,SfkEel_Standish,kayak_entry,97,32,pool,20
9/20/2023,SfkEel_Standish,kayak_entry,98,34,pool,21
9/20/2023,SfkEel_Standish,kayak_entry,99,55,pool,21
9/20/2023,SfkEel_Standish,kayak_entry,100,76,pool,22
9/20/2023,SfkEel_Standish,kayak_entry,101,86,pool,23
9/20/2023,SfkEel_Standish,kayak_entry,102,43,pool,23
9/20/2023,SfkEel_Standish,kayak_entry,103,24,pool,23
9/20/2023,SfkEel_Standish,kayak_entry,104,21,pool,23
9/20/2023,SfkEel_Standish,kayak_entry,105,32,pool,24
9/20/2023,SfkEel_Standish,kayak_entry,106,19,pool,24
9/20/2023,SfkEel_Standish,kayak_entry,107,48,pool,24
9/20/2023,SfkEel_Standish,kayak_entry,108,19,pool,24
9/20/2023,SfkEel_Standish,kayak_entry,109,95,pool,24
9/20/2023,SfkEel_Standish,kayak_entry,110,50,pool,24
9/20/2023,SfkEel_Standish,kayak_entry,111,48,pool,25
9/20/2023,SfkEel_Standish,kayak_entry,112,29,pool,25
9/20/2023,SfkEel_Standish,kayak_entry,113,22,pool,25
9/20/2023,SfkEel_Standish,kayak_entry,114,34,pool,25
9/20/2023,SfkEel_Standish,kayak_entry,115,54,pool,26
9/20/2023,SfkEel_Standish,kayak_entry,116,64,pool,26
9/20/2023,SfkEel_Standish,kayak_entry,117,30,pool,26
9/20/2023,SfkEel_Standish,kayak_entry,118,65,pool,26
9/20/2023,SfkEel_Standish,kayak_entry,119,13,pool,26
9/20/2023,SfkEel_Standish,kayak_entry,120,80,pool,26
9/20/2023,SfkEel_Standish,kayak_entry,121,180,pool,27
9/20/2023,SfkEel_Standish,kayak_entry,122,25,pool,27
9/20/2023,SfkEel_Standish,kayak_entry,123,27,pool,28
9/20/2023,SfkEel_Standish,kayak_entry,124,29,pool,28
9/20/2023,SfkEel_Standish,kayak_entry,125,30,pool,28
9/20/2023,SfkEel_Standish,kayak_entry,126,33,pool,28
9/20/2023,SfkEel_Standish,kayak_entry,127,28,pool,28
9/20/2023,SfkEel_Standish,kayak_entry,128,135,pool,28
9/20/2023,SfkEel_Standish,kayak_entry,129,26,pool,28
9/20/2023,SfkEel_Standish,kayak_entry,130,66,pool,29
9/20/2023,SfkEel_Standish,kayak_entry,131,100,pool,29
9/20/2023,SfkEel_Standish,kayak_entry,132,27,pool,29
9/20/2023,SfkEel_Standish,kayak_entry,133,33,pool,30
9/20/2023,SfkEel_Standish,kayak_entry,134,50,pool,30
9/20/2023,SfkEel_Standish,kayak_entry,135,16,pool,30
9/20/2023,SfkEel_Standish,kayak_entry,136,140,pool,30
9/20/2023,SfkEel_Standish,kayak_entry,137,33,pool,30
9/20/2023,SfkEel_Standish,kayak_entry,138,50,pool,31
9/20/2023,SfkEel_Standish,kayak_entry,139,190,pool,31
9/20/2023,SfkEel_Standish,kayak_entry,140,120,pool,32
9/20/2023,SfkEel_Standish,kayak_entry,141,63,pool,32
9/20/2023,SfkEel_Standish,kayak_entry,142,39,pool,32
9/20/2023,SfkEel_Standish,kayak_entry,143,11,pool,33
9/20/2023,SfkEel_Standish,kayak_entry,144,57,pool,33
9/20/2023,SfkEel_Standish,kayak_entry,145,67,pool,34
9/20/2023,SfkEel_Standish,kayak_entry,146,51,pool,34
9/20/2023,SfkEel_Standish,kayak_entry,147,27,pool,34
9/20/2023,SfkEel_Standish,kayak_entry,148,95,pool,35
9/20/2023,SfkEel_Standish,kayak_entry,149,21,pool,35
9/20/2023,SfkEel_Standish,kayak_entry,150,2,pool,36
9/20/2023,SfkEel_Standish,kayak_entry,151,65,pool,36
9/20/2023,SfkEel_Standish,kayak_entry,152,13,pool,36
9/20/2023,SfkEel_Standish,kayak_entry,153,100,pool,36
9/20/2023,SfkEel_Standish,kayak_entry,154,17,pool,37
9/20/2023,SfkEel_Standish,kayak_entry,155,16,pool,37
9/20/2023,SfkEel_Standish,kayak_entry,156,75,pool,37
9/20/2023,SfkEel_Standish,kayak_entry,157,54,pool,37
9/20/2023,SfkEel_Standish,kayak_entry,158,135,pool,37
9/20/2023,SfkEel_Standish,kayak_entry,159,85,pool,37
9/20/2023,SfkEel_Standish,kayak_entry,160,37,pool,38
9/20/2023,SfkEel_Standish,kayak_entry,161,29,pool,38
9/20/2023,SfkEel_Standish,kayak_entry,162,50,pool,38
9/20/2023,SfkEel_Standish,kayak_entry,163,85,pool,38
9/20/2023,SfkEel_Standish,kayak_entry,164,65,pool,39
9/20/2023,SfkEel_Standish,kayak_entry,165,5,pool,39
9/20/2023,SfkEel_Standish,kayak_entry,166,13,pool,39
9/20/2023,SfkEel_Standish,kayak_entry,167,sand,pool,39
9/20/2023,SfkEel_Standish,kayak_entry,168,60,pool,39
9/20/2023,SfkEel_Standish,kayak_entry,169,90,pool,39
9/20/2023,SfkEel_Standish,kayak_entry,170,110,pool,40
9/20/2023,SfkEel_Standish,kayak_entry,171,120,pool,40
9/20/2023,SfkEel_Standish,kayak_entry,172,75,pool,40
9/20/2023,SfkEel_Standish,kayak_entry,173,4,pool,40
9/20/2023,SfkEel_Standish,kayak_entry,174,12,pool,41
9/20/2023,SfkEel_Standish,kayak_entry,175,100,pool,41
9/20/2023,SfkEel_Standish,kayak_entry,176,33,pool,41
9/20/2023,SfkEel_Standish,kayak_entry,177,36,pool,41
9/20/2023,SfkEel_Standish,kayak_entry,178,29,pool,41
9/20/2023,SfkEel_Standish,kayak_entry,179,50,pool,42
9/20/2023,SfkEel_Standish,kayak_entry,180,100,pool,42
9/20/2023,SfkEel_Standish,kayak_entry,181,150,pool,42
9/20/2023,SfkEel_Standish,kayak_entry,182,13,pool,42
9/20/2023,SfkEel_Standish,kayak_entry,183,34,pool,43
9/20/2023,SfkEel_Standish,kayak_entry,184,42,pool,43
9/20/2023,SfkEel_Standish,kayak_entry,185,95,pool,43
9/20/2023,SfkEel_Standish,kayak_entry,186,96,pool,43
9/20/2023,SfkEel_Standish,kayak_entry,187,74,pool,43
9/20/2023,SfkEel_Standish,kayak_entry,188,43,pool,44
9/20/2023,SfkEel_Standish,kayak_entry,189,27,pool,44
9/20/2023,SfkEel_Standish,kayak_entry,190,60,pool,44
9/20/2023,SfkEel_Standish,kayak_entry,191,110,pool,44
9/20/2023,SfkEel_Standish,kayak_entry,192,65,pool,45
9/20/2023,SfkEel_Standish,kayak_entry,193,45,pool,45
9/20/2023,SfkEel_Standish,kayak_entry,194,59,pool,45
9/20/2023,SfkEel_Standish,kayak_entry,195,55,pool,45
9/20/2023,SfkEel_Standish,kayak_entry,196,29,pool,45
9/20/2023,SfkEel_Standish,kayak_entry,197,19,pool,45
9/20/2023,SfkEel_Standish,kayak_entry,198,54,pool,46
9/20/2023,SfkEel_Standish,kayak_entry,199,15,pool,46
9/20/2023,SfkEel_Standish,kayak_entry,200,61,pool,46
9/20/2023,SfkEel_Standish,EEL-STH,1,32,pool,1
9/20/2023,SfkEel_Standish,EEL-STH,2,12,pool,1
9/20/2023,SfkEel_Standish,EEL-STH,3,28,pool,1
9/20/2023,SfkEel_Standish,EEL-STH,4,32,pool,1
9/20/2023,SfkEel_Standish,EEL-STH,5,38,pool,2
9/20/2023,SfkEel_Standish,EEL-STH,6,21,pool,2
9/20/2023,SfkEel_Standish,EEL-STH,7,39,pool,2
9/20/2023,SfkEel_Standish,EEL-STH,8,22,pool,2
9/20/2023,SfkEel_Standish,EEL-STH,9,29,pool,2
9/20/2023,SfkEel_Standish,EEL-STH,10,27,pool,2
9/20/2023,SfkEel_Standish,EEL-STH,11,19,pool,3
9/20/2023,SfkEel_Standish,EEL-STH,12,18,pool,3
9/20/2023,SfkEel_Standish,EEL-STH,13,18,pool,3
9/20/2023,SfkEel_Standish,EEL-STH,14,28,pool,3
9/20/2023,SfkEel_Standish,EEL-STH,15,57,pool,3
9/20/2023,SfkEel_Standish,EEL-STH,16,97,pool,3
9/20/2023,SfkEel_Standish,EEL-STH,17,80,pool,3
9/20/2023,SfkEel_Standish,EEL-STH,18,sand,pool,4
9/20/2023,SfkEel_Standish,EEL-STH,19,105,pool,4
9/20/2023,SfkEel_Standish,EEL-STH,20,80,pool,4
9/20/2023,SfkEel_Standish,EEL-STH,21,29,pool,4
9/20/2023,SfkEel_Standish,EEL-STH,22,70,pool,4
9/20/2023,SfkEel_Standish,EEL-STH,23,58,pool,4
9/20/2023,SfkEel_Standish,EEL-STH,24,36,pool,4
9/20/2023,SfkEel_Standish,EEL-STH,25,33,pool,4
9/20/2023,SfkEel_Standish,EEL-STH,26,15,pool,5
9/20/2023,SfkEel_Standish,EEL-STH,27,150,pool,5
9/20/2023,SfkEel_Standish,EEL-STH,28,65,pool,5
9/20/2023,SfkEel_Standish,EEL-STH,29,134,pool,5
9/20/2023,SfkEel_Standish,EEL-STH,30,14,pool,5
9/20/2023,SfkEel_Standish,EEL-STH,31,85,pool,5
9/20/2023,SfkEel_Standish,EEL-STH,32,95,pool,5
9/20/2023,SfkEel_Standish,EEL-STH,33,13,pool,5
9/20/2023,SfkEel_Standish,EEL-STH,34,sand,pool,5
9/20/2023,SfkEel_Standish,EEL-STH,35,59,pool,5
9/20/2023,SfkEel_Standish,EEL-STH,36,180,pool,5
9/20/2023,SfkEel_Standish,EEL-STH,37,54,pool,6
9/20/2023,SfkEel_Standish,EEL-STH,38,25,pool,6
9/20/2023,SfkEel_Standish,EEL-STH,39,7,pool,6
9/20/2023,SfkEel_Standish,EEL-STH,40,119,pool,6
9/20/2023,SfkEel_Standish,EEL-STH,41,sand,pool,6
9/20/2023,SfkEel_Standish,EEL-STH,42,155,pool,6
9/20/2023,SfkEel_Standish,EEL-STH,43,150,pool,6
9/20/2023,SfkEel_Standish,EEL-STH,44,195,pool,6
9/20/2023,SfkEel_Standish,EEL-STH,45,110,pool,6
9/20/2023,SfkEel_Standish,EEL-STH,46,134,pool,7
9/20/2023,SfkEel_Standish,EEL-STH,47,70,pool,7
9/20/2023,SfkEel_Standish,EEL-STH,48,143,pool,7
9/20/2023,SfkEel_Standish,EEL-STH,49,67,pool,7
9/20/2023,SfkEel_Standish,EEL-STH,50,240,pool,7
9/20/2023,SfkEel_Standish,EEL-STH,51,190,riffle,7
9/20/2023,SfkEel_Standish,EEL-STH,52,53,riffle,7
9/20/2023,SfkEel_Standish,EEL-STH,53,143,riffle,8
9/20/2023,SfkEel_Standish,EEL-STH,54,12,riffle,8
9/20/2023,SfkEel_Standish,EEL-STH,55,117,riffle,8
9/20/2023,SfkEel_Standish,EEL-STH,56,78,riffle,8
9/20/2023,SfkEel_Standish,EEL-STH,57,196,riffle,8
9/20/2023,SfkEel_Standish,EEL-STH,58,85,riffle,8
9/20/2023,SfkEel_Standish,EEL-STH,59,395,riffle,9
9/20/2023,SfkEel_Standish,EEL-STH,60,177,riffle,9
9/20/2023,SfkEel_Standish,EEL-STH,61,205,riffle,9
9/20/2023,SfkEel_Standish,EEL-STH,62,150,riffle,9
9/20/2023,SfkEel_Standish,EEL-STH,63,185,riffle,10
9/20/2023,SfkEel_Standish,EEL-STH,64,135,riffle,10
9/20/2023,SfkEel_Standish,EEL-STH,65,190,riffle,10
9/20/2023,SfkEel_Standish,EEL-STH,66,124,riffle,10
9/20/2023,SfkEel_Standish,EEL-STH,67,64,riffle,10
9/20/2023,SfkEel_Standish,EEL-STH,68,144,riffle,11
9/20/2023,SfkEel_Standish,EEL-STH,69,94,riffle,11
9/20/2023,SfkEel_Standish,EEL-STH,70,210,riffle,11
9/20/2023,SfkEel_Standish,EEL-STH,71,134,riffle,11
9/20/2023,SfkEel_Standish,EEL-STH,72,230,riffle,11
9/20/2023,SfkEel_Standish,EEL-STH,73,176,riffle,12
9/20/2023,SfkEel_Standish,EEL-STH,74,186,riffle,12
9/20/2023,SfkEel_Standish,EEL-STH,75,29,riffle,12
9/20/2023,SfkEel_Standish,EEL-STH,76,95,riffle,12
9/20/2023,SfkEel_Standish,EEL-STH,77,184,riffle,12
9/20/2023,SfkEel_Standish,EEL-STH,78,17,riffle,13
9/20/2023,SfkEel_Standish,EEL-STH,79,179,riffle,13
9/20/2023,SfkEel_Standish,EEL-STH,80,199,riffle,13
9/20/2023,SfkEel_Standish,EEL-STH,81,115,riffle,13
9/20/2023,SfkEel_Standish,EEL-STH,82,33,riffle,14
9/20/2023,SfkEel_Standish,EEL-STH,83,250,riffle,14
9/20/2023,SfkEel_Standish,EEL-STH,84,151,riffle,14
9/20/2023,SfkEel_Standish,EEL-STH,85,132,riffle,14
9/20/2023,SfkEel_Standish,EEL-STH,86,90,riffle,15
9/20/2023,SfkEel_Standish,EEL-STH,87,327,riffle,15
9/20/2023,SfkEel_Standish,EEL-STH,88,223,riffle,15
9/20/2023,SfkEel_Standish,EEL-STH,89,53,riffle,15
9/20/2023,SfkEel_Standish,EEL-STH,90,104,riffle,15
9/20/2023,SfkEel_Standish,EEL-STH,91,73,riffle,16
9/20/2023,SfkEel_Standish,EEL-STH,92,475,riffle,16
9/20/2023,SfkEel_Standish,EEL-STH,93,175,riffle,16
9/20/2023,SfkEel_Standish,EEL-STH,94,150,riffle,16
9/20/2023,SfkEel_Standish,EEL-STH,95,26,riffle,16
9/20/2023,SfkEel_Standish,EEL-STH,96,41,riffle,16
9/20/2023,SfkEel_Standish,EEL-STH,97,186,riffle,17
9/20/2023,SfkEel_Standish,EEL-STH,98,176,riffle,17
9/20/2023,SfkEel_Standish,EEL-STH,99,165,riffle,17
9/20/2023,SfkEel_Standish,EEL-STH,100,128,riffle,17
9/20/2023,SfkEel_Standish,EEL-STH,101,172,riffle,18
9/20/2023,SfkEel_Standish,EEL-STH,102,174,riffle,18
9/20/2023,SfkEel_Standish,EEL-STH,103,61,riffle,18
9/20/2023,SfkEel_Standish,EEL-STH,104,127,riffle,18
9/20/2023,SfkEel_Standish,EEL-STH,105,83,riffle,18
9/20/2023,SfkEel_Standish,EEL-STH,106,39,riffle,18
9/20/2023,SfkEel_Standish,EEL-STH,107,154,riffle,18
9/20/2023,SfkEel_Standish,EEL-STH,108,109,riffle,19
9/20/2023,SfkEel_Standish,EEL-STH,109,214,riffle,19
9/20/2023,SfkEel_Standish,EEL-STH,110,63,riffle,19
9/20/2023,SfkEel_Standish,EEL-STH,111,118,riffle,19
9/20/2023,SfkEel_Standish,EEL-STH,112,40,riffle,19
9/20/2023,SfkEel_Standish,EEL-STH,113,49,riffle,19
9/20/2023,SfkEel_Standish,EEL-STH,114,68,riffle,20
9/20/2023,SfkEel_Standish,EEL-STH,115,7,riffle,20
9/20/2023,SfkEel_Standish,EEL-STH,116,205,riffle,20
9/20/2023,SfkEel_Standish,EEL-STH,117,107,riffle,20
9/20/2023,SfkEel_Standish,EEL-STH,118,4,riffle,20
9/20/2023,SfkEel_Standish,EEL-STH,119,65,riffle,20
9/20/2023,SfkEel_Standish,EEL-STH,120,205,riffle,21
9/20/2023,SfkEel_Standish,EEL-STH,121,237,riffle,21
9/20/2023,SfkEel_Standish,EEL-STH,122,81,riffle,21
9/20/2023,SfkEel_Standish,EEL-STH,123,270,riffle,22
9/20/2023,SfkEel_Standish,EEL-STH,124,133,riffle,22
9/20/2023,SfkEel_Standish,EEL-STH,125,5,riffle,22
9/20/2023,SfkEel_Standish,EEL-STH,126,336,riffle,22
9/20/2023,SfkEel_Standish,EEL-STH,127,50,riffle,22
9/20/2023,SfkEel_Standish,EEL-STH,128,100,riffle,23
9/20/2023,SfkEel_Standish,EEL-STH,129,198,riffle,23
9/20/2023,SfkEel_Standish,EEL-STH,130,392,riffle,23
9/20/2023,SfkEel_Standish,EEL-STH,131,15,riffle,23
9/20/2023,SfkEel_Standish,EEL-STH,132,108,riffle,24
9/20/2023,SfkEel_Standish,EEL-STH,133,192,riffle,24
9/20/2023,SfkEel_Standish,EEL-STH,134,170,riffle,24
9/20/2023,SfkEel_Standish,EEL-STH,135,119,riffle,24
9/20/2023,SfkEel_Standish,EEL-STH,136,130,riffle,24
9/20/2023,SfkEel_Standish,EEL-STH,137,6,riffle,25
9/20/2023,SfkEel_Standish,EEL-STH,138,243,riffle,25
9/20/2023,SfkEel_Standish,EEL-STH,139,219,riffle,25
9/20/2023,SfkEel_Standish,EEL-STH,140,196,riffle,25
9/20/2023,SfkEel_Standish,EEL-STH,141,63,riffle,26
9/20/2023,SfkEel_Standish,EEL-STH,142,134,riffle,26
9/20/2023,SfkEel_Standish,EEL-STH,143,177,riffle,26
9/20/2023,SfkEel_Standish,EEL-STH,144,155,riffle,26
9/20/2023,SfkEel_Standish,EEL-STH,145,106,riffle,26
9/20/2023,SfkEel_Standish,EEL-STH,146,130,riffle,27
9/20/2023,SfkEel_Standish,EEL-STH,147,72,riffle,27
9/20/2023,SfkEel_Standish,EEL-STH,148,167,riffle,27
9/20/2023,SfkEel_Standish,EEL-STH,149,102,riffle,27
9/20/2023,SfkEel_Standish,EEL-STH,150,27,riffle,28
9/20/2023,SfkEel_Standish,EEL-STH,151,54,riffle,28
9/20/2023,SfkEel_Standish,EEL-STH,152,92,riffle,28
9/20/2023,SfkEel_Standish,EEL-STH,153,315,riffle,28
9/20/2023,SfkEel_Standish,EEL-STH,154,sand,riffle,28
9/20/2023,SfkEel_Standish,EEL-STH,155,199,riffle,28
9/20/2023,SfkEel_Standish,EEL-STH,156,sand,riffle,28
9/20/2023,SfkEel_Standish,EEL-STH,157,5,riffle,28
9/20/2023,SfkEel_Standish,EEL-STH,158,6,riffle,28
9/20/2023,SfkEel_Standish,EEL-STH,159,127,riffle,29
9/20/2023,SfkEel_Standish,EEL-STH,160,9,riffle,29
9/20/2023,SfkEel_Standish,EEL-STH,161,62,riffle,29
9/20/2023,SfkEel_Standish,EEL-STH,162,29,riffle,29
9/20/2023,SfkEel_Standish,EEL-STH,163,66,riffle,29
9/20/2023,SfkEel_Standish,EEL-STH,164,60,riffle,29
9/20/2023,SfkEel_Standish,EEL-STH,165,103,riffle,29
9/20/2023,SfkEel_Standish,EEL-STH,166,5,riffle,29
9/20/2023,SfkEel_Standish,EEL-STH,167,570,riffle,30
9/20/2023,SfkEel_Standish,EEL-STH,168,10,riffle,30
9/20/2023,SfkEel_Standish,EEL-STH,169,48,riffle,30
9/20/2023,SfkEel_Standish,EEL-STH,170,65,riffle,30
9/20/2023,SfkEel_Standish,EEL-STH,171,150,riffle,30
9/20/2023,SfkEel_Standish,EEL-STH,172,21,riffle,30
9/20/2023,SfkEel_Standish,EEL-STH,173,89,riffle,30
9/20/2023,SfkEel_Standish,EEL-STH,174,135,riffle,31
9/20/2023,SfkEel_Standish,EEL-STH,175,180,riffle,31
9/20/2023,SfkEel_Standish,EEL-STH,176,163,riffle,31
9/20/2023,SfkEel_Standish,EEL-STH,177,137,riffle,31
9/20/2023,SfkEel_Standish,EEL-STH,178,292,riffle,31
9/20/2023,SfkEel_Standish,EEL-STH,179,106,riffle,31
9/20/2023,SfkEel_Standish,EEL-STH,180,sand,riffle,31
9/20/2023,SfkEel_Standish,EEL-STH,181,114,riffle,32
9/20/2023,SfkEel_Standish,EEL-STH,182,34,riffle,32
9/20/2023,SfkEel_Standish,EEL-STH,183,20,riffle,32
9/20/2023,SfkEel_Standish,EEL-STH,184,19,riffle,32
9/20/2023,SfkEel_Standish,EEL-STH,185,44,riffle,32
9/20/2023,SfkEel_Standish,EEL-STH,186,89,riffle,32
9/20/2023,SfkEel_Standish,EEL-STH,187,75,riffle,33
9/20/2023,SfkEel_Standish,EEL-STH,188,139,riffle,33
9/20/2023,SfkEel_Standish,EEL-STH,189,6,riffle,33
9/20/2023,SfkEel_Standish,EEL-STH,190,96,riffle,33
9/20/2023,SfkEel_Standish,EEL-STH,191,18,riffle,34
9/20/2023,SfkEel_Standish,EEL-STH,192,104,riffle,34
9/20/2023,SfkEel_Standish,EEL-STH,193,156,riffle,34
9/20/2023,SfkEel_Standish,EEL-STH,194,74,riffle,34
9/20/2023,SfkEel_Standish,EEL-STH,195,sand,riffle,34
9/20/2023,SfkEel_Standish,EEL-STH,196,42,riffle,34
9/20/2023,SfkEel_Standish,EEL-STH,197,102,riffle,35
9/20/2023,SfkEel_Standish,EEL-STH,198,130,riffle,35
9/20/2023,SfkEel_Standish,EEL-STH,199,120,riffle,35
9/20/2023,SfkEel_Standish,EEL-STH,200,93,riffle,35
